OBJECTID,FEATURETYPE,NAME,CLASS,OPERATOR,OWNER,SITEADDRESS,SITESUBURB,POSTCODE,STATE,STATUS,GENERATIONTYPE,PRIMARYFUELTYPE,PRIMARYSUBFUELTYPE,GENERATIONMW,GENERATORNUMBER,FEATURERELIABILITY,FEATURESOURCE,ATTRIBUTERELIABILITY,ATTRIBUTESOURCE,PLANIMETRICACCURACY,SPATIALACCURACY,METADATACOMMENT,METADATALINK1,RESTRICTIONS,REVISED,ENO,TEXTNOTE
2,Power Station,Wonthaggi Wind Farm,Renewable,Regional Wind Farms,Origin Energy,Graham Street,Wonthaggi,3995,VICTORIA,Operational,Wind Turbine,Wind,,12,6,22/3/06,basscoast_2006mar22_air_vis_35cm_mga55,31/7/12,AEMO Generator List,2,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power St/Users/xinding/project3/NationalMajorPowerStations.csvations\Photos\wonthaggi_wind_farm.jpg,,11/9/12,259650,
3,Power Station,Walkaway Wind Farm,Renewable,Infigen Energy Pty Ltd,Infigen Energy Pty Ltd,Allanooka Springs Road,Walkaway,6528,WESTERN AUSTRALIA,Operational,Wind Turbine,Wind,,89.1,54,1/2/06,GERALDTON_1840_FEB_2006_MOSAIC.ECW,1/12/11,AEMO_ESOO2011chapter4.pdf,5,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\alinta_wind_farm.jpg,,11/9/12,259761,
4,Power Station,Cullerin Range Wind Farm,Renewable,Cullerin Range Wind Farm Pty Ltd,Origin Energy,Old Hume Highway,Gunning,2581,NEW SOUTH WALES,Operational,Wind Turbine,Wind,,30,15,1/1/01,Gunning.ecw,31/7/12,AEMO Generator List,5,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\cullerinrange_wind_farm.jpg,,11/9/12,358419,
5,Power Station,Wattle Point Wind Farm,Renewable,,ANZ Energy Infrastructure Trust,Sheoak Beach Road,Edithburgh,5583,SOUTH AUSTRALIA,Operational,Wind Turbine,Wind,,90.75,55,1/1/99,YorkePeninsula_2m_MGA53,31/7/12,AEMO Generator List,25,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\wattlepoint_wind_farm.jpg,,13/9/12,259726,
6,Power Station,Snowtown Wind Farm Stage 1,Renewable,TrustPower Ltd,TrustPower Ltd,Port Wakefield Road,Snowtown,5520,SOUTH AUSTRALIA,Operational,Wind Turbine,Wind,,98.7,47,1/1/99,CFS_Midnorth_MGA53,31/7/12,AEMO Generator List,25,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\snowtown_wind_farm.bmp,,13/9/12,259730,
7,Power Station,Challicum Hills Wind Farm,Renewable,Pacific Hydro Challicum Hills Pty Ltd,Pacific Hydro Pty Ltd,Geelong Road,Buangor,3377,VICTORIA,Operational,Wind Turbine,Wind,,52.5,35,1/1/03,Glenelg_HopkinsCMA_125cm_2003,31/7/12,AEMO Generator List,,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\challicumhills_wind_farm.jpg,,11/9/12,259597,
8,Power Station,Cape Bridgewater Wind Farm,Renewable,Pacific Hydro Portland Wind Farm Pty Ltd,Pacific Hydro Pty Ltd,Blowholes Road,Cape Bridgewater,3305,VICTORIA,Operational,Wind Turbine,Wind,,58,29,1/1/03,Glenelg_HopkinsCMA_125cm_2003,31/7/12,AEMO Generator List,,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\capebridgewater_wind_farm.jpg,,11/9/12,259515,
9,Power Station,Barcaldine (Len Wishaw) Power Station,Non-Renewable,,Ergon Energy Qld Pty Ltd,,Barcaldine,4725,QUEENSLAND,Operational,Combined Cycle Gas Turbine,Natural Gas,,55,1,3/4/10,AUO_S24E145-C,31/7/12,AEMO Generator List,,5, ,,,13/9/12,259120,
10,Power Station,Bluff Point (Woolnorth) Wind Farm,Renewable,Roaring 40s Renewable Energy Pty Ltd,Hydro-Electric Corporation (Tasmania),Bluff Point,Woolnorth,7330,TASMANIA,Operational,Wind Turbine,Wind,,65,37,14/3/08,AUL_S41E144-D,31/7/12,AEMO Generator List,,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\woolnorth_wind_farm.jpg,,11/9/12,259613,
11,Power Station,Studland Bay (Woolnorth) Wind Farm,Renewable,Roaring 40s Renewable Energy Pty Ltd,Hydro-Electric Corporation (Tasmania),Studland Bay,Woolnorth,7330,TASMANIA,Operational,Wind Turbine,Wind,,75,25,14/3/08,AUL_S41E144-D,31/7/12,AEMO Generator List,,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\woolnorth_wind_farm.jpg,,11/9/12,259613,
12,Power Station,The Drop Power Station,Renewable,,Pacific Hydro Investments Pty Ltd,,Berrigan,2712,NEW SOUTH WALES,Operational,Hydroelectric (Gravity),Water,,2.5,1,26/1/09,sp5_379421_260109,31/7/12,AEMO Generator List,9,2, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\thedrop_hydro.jpg,,11/9/12,,
13,Power Station,Pindari Power Station,Renewable,AGL Southern Hydro (NSW),AGL Energy Pty Ltd,,Ashford (Severn River),2361,NEW SOUTH WALES,Operational,Hydroelectric (Gravity),Water,,5.7,2,20/4/09,sp5_387409_200409,31/7/12,AEMO Generator List,9,5, ,,,11/9/12,259306,
14,Power Station,Nieterana Power Station,Renewable,,Hydro-Electric Corporation (Tasmania),,Derwent River,7140,TASMANIA,Operational,Hydroelectric (Gravity),Water,,2.2,1,1/1/07,Revision_Ortho_North,1/11/11,Hydro Tasmania Website,,4, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\nieterana_hydro.jpg,,11/9/12,,
15,Power Station,Banimboola Power Station,Renewable,AGL Hydro Partnership,AGL Energy Pty Ltd,Dartmouth Dam,Mitta Mitta River,3701,VICTORIA,Operational,Hydroelectric (Gravity),Water,,12.5,3,27/2/05,alpine-fire-recovery_2005feb27_air_vis_65cm_mga55,31/7/12,AEMO Generator List,,3, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\banimboola_hydro_p1.jpg,,11/9/12,350841,
16,Power Station,Codrington Wind Farm,Renewable,,Energy Pacific (Victoria) Pty Ltd,Princes Highway,"Codrington, Port Fairy",3285,VICTORIA,Operational,Wind Turbine,Wind,,18.2,14,1/1/03,Glenelg_HopkinsCMA_125cm_2003,31/7/12,AEMO Generator List,,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\codrington_wind_farm.jpg,,11/9/12,259431,
17,Power Station,Oakland Hills Wind Farm,Renewable,Oakland Hills Wind Farm Pty Ltd,AGL Energy Pty Ltd,,Glentompson,3293,VICTORIA,Under Construction,Wind Turbine,Wind,,67.2,32,1/1/03,Glenelg_HopkinsCMA_125cm_2003,31/7/12,AEMO Generator List,,3,Under construction - completion 2011,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\oaklandshill_wind_farm.jpg,,11/9/12,,
18,Power Station,Shepparton Biogas Generation Plant Power Station,Renewable,Diamond Energy Pty Ltd,Diamond Energy Pty Ltd,,Shepparton,3631,VICTORIA,Operational,Spark Ignition Reciprocating Engine,Biogas,Sewage Methane,1.1,,1/11/04,shepparton_2004nov01_air_vis_30cm_mga55,31/7/12,AEMO Generator List,,5,Biogas (Sewage/Waste Water),NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\shepparton_pwr_stn.jpg,,11/9/12,,
19,Power Station,Tatura Biogas Generation Plant Power Station,Renewable,Diamond Energy Pty Ltd,Diamond Energy Pty Ltd,,Tatura,3616,VICTORIA,Operational,Spark Ignition Reciprocating Engine,Biogas,Sewage Methane,1.1,,1/11/04,shepparton_2004nov01_air_vis_30cm_mga55,31/7/12,AEMO Generator List,,5,Biogas (Sewage/Waste Water),NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\tatura_biogas_pwr_stn.jpg,,11/9/12,436489,
20,Power Station,Waubra Wind Farm,Renewable,Pyrenees Wind Energy Developments,Acciona Energy Australia,,Waubra,3352,VICTORIA,Operational,Wind Turbine,Wind,,192,128,1/1/03,pyrenees_2003jan01_air_vis_1m_mga54,31/7/12,AEMO Generator List,,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\waubra_wind_farm.jpg,,11/9/12,259974,
21,Power Station,Yambuk Wind Farm,Renewable,,Energy Pacific (Victoria) Pty Ltd,,"Yambuk, Port Fairy",3285,VICTORIA,Operational,Wind Turbine,Wind,,30,20,1/1/03,Glenelg_HopkinsCMA_125cm_2003,31/7/12,AEMO Generator List,,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\yambuk_wind_farm.jpg,,11/9/12,259636,
22,Power Station,Jindabyne Dam Mini Hydro Power Station,Renewable,,Snowy Hydro Ltd,,Jindabyne,2627,NEW SOUTH WALES,Operational,Hydroelectric (Gravity),Water,,1.1,1,1/1/99,berridale.ecw,31/7/12,AEMO Generator List,10,5, ,,,11/9/12,259765,
23,Power Station,Hallett 1 Brown Hill  Wind Farm,Renewable,AGL Hydro Partnership,AGL Energy Pty Ltd,,Hallett Brown Hill,5419,SOUTH AUSTRALIA,Operational,Wind Turbine,Wind,,94.5,45,1/1/08,YorkePen2008_90cm_RGB_GDA94_MGA53,31/7/12,AEMO Generator List,,3, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\hallett1_wind_farm.jpg,,13/9/12,,
24,Power Station,Hallett 2 Hallet Hill  Wind Farm,Renewable,AGL Hydro Partnership,ANZ Energy Infrastructure Trust,,Hallett Hill,5417,SOUTH AUSTRALIA,Operational,Wind Turbine,Wind,,71.4,34,1/1/08,YorkePen2008_90cm_RGB_GDA94_MGA53,31/7/12,AEMO Generator List,,3, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\hallett2_wind_farm.jpg,,13/9/12,259914,
26,Power Station,Hallett 4 North Brown Hill  Wind Farm,Renewable,AGL Hydro Partnership,AGL Energy Pty Ltd,,Hallett North Brown Hill,5491,SOUTH AUSTRALIA,Operational,Wind Turbine,Wind,,132.3,63,1/1/08,YorkePen2008_90cm_RGB_GDA94_MGA53,31/7/12,AEMO Generator List,,3, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\hallett4_wind_farm.jpg,,13/9/12,,
28,Power Station,Clements Gap Wind Farm,Renewable,Pacific Hydro Clements Gap Pty Ltd,Pacific Hydro Pty Ltd,,"Merriton, Port Broughton",5523,SOUTH AUSTRALIA,Operational,Wind Turbine,Wind,,56.7,27,1/1/99,CFS_Midnorth_MGA53,31/7/12,AEMO Generator List,25,2, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\clementsgap_wind_farm.jpg,,13/9/12,259675,
29,Power Station,Wyangala A Power Station,Renewable,Hydro Power Ltd (NSW),Country Energy,Wyangala Dam,Cowra (Lachlan River),2808,NEW SOUTH WALES,Operational,Hydroelectric (Gravity),Water,,20,1,1/1/07,Cowra_8630_50cm_2007,31/7/12,AEMO Generator List,8,3, ,,,11/9/12,259316,
30,Power Station,Blayney Wind Farm,Renewable,,Eraring Energy,Lake Carcoar,Blayney,2791,NEW SOUTH WALES,Operational,Wind Turbine,Wind,,9.9,15,1/1/07,Blayney_8730_50cm_2007,31/7/12,AEMO Generator List,8,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\blayney_wind_farm.jpg,,11/9/12,259429,
31,Power Station,Woodlawn Wind Farm,Renewable,Woodlawn Wind Pty Ltd,Infigen Energy Pty Ltd,,Tarago,2580,NEW SOUTH WALES,Under Construction,Wind Turbine,Wind,,48.3,23,1/1/09,Braidwood_8827_50cm_2009.ecw,31/7/12,AEMO Generator List,5,3, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\woodlawn_wind_farm.jpg,,11/9/12,,
32,Power Station,Woodlawn Bioreactor (Landfill) Power Station,Renewable,Woodlawn Bioreactor Energy Pty Ltd,Veolia Environmental Services (Aust) Pty Ltd,,Tarago,2580,NEW SOUTH WALES,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,4.3,4,1/1/00,braidwood.ecw,31/7/12,AEMO Generator List,5,5, ,,,11/9/12,259722,
33,Power Station,West Nowra (Shoalhaven) (Landfill) Power Station,Renewable,,AGL Energy Pty Ltd,,Nowra,2540,NEW SOUTH WALES,Operational,Compression Reciprocating Engine,Biogas,Landfill Methane,1,1,1/1/01,kiama.ecw,31/7/12,AEMO Generator List,5,4, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\shoalhaven_pwr_stn.jpg,,11/9/12,259512,
34,Power Station,Tumut 3 Power Station,Renewable,,Snowy Hydro Ltd,,Talbingo Dam (Tumut River),2720,NEW SOUTH WALES,Operational,Hydroelectric (Gravity),Water,,1500,6,1/1/04,yarrangobilly.ecw,31/7/12,AEMO Generator List,5,5,The six generators were upgraded in June 2012.  Each is capable of an additional 25 to 50 MW,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\tumut3_hydro.jpg,,11/9/12,259378,
35,Power Station,Trevallyn Power Station,Renewable,,Hydro-Electric Corporation (Tasmania),,Trevallyn,7250,TASMANIA,Operational,Hydroelectric (Gravity),Water,,95.8,4,1/1/08,1432-71,31/7/12,AEMO Generator List,5,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\trevallyn_hydro_p1.jpg,,11/9/12,259359,
36,Power Station,Summerhill (Landfill) Power Station,Renewable,,LMS Energy Generation Pty Ltd,,Wallsend,2287,NEW SOUTH WALES,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,2.2,2,1/1/98,newcastle.ecw,31/7/12,AEMO Generator List,5,4, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\summerhill_landfill_pwr_stn_p1,,11/9/12,513381,
37,Power Station,Mugga Lane (Landfill) Power Station,Renewable,,Energy Developments LFG (ACT) Pty Ltd,,Hume,2620,AUSTRALIAN CAPITAL TERRITORY,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,3.5,3,1/1/01,canberra.ecw,31/7/12,AEMO Generator List,5,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\muggalane_landfill_gas.jpg,,11/9/12,259422,
38,Power Station,Lucas Heights III (Landfill) Power Station,Renewable,,Energy Developments LFG (NSW) Pty Ltd,,Lucas Heights,2234,NEW SOUTH WALES,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,4.12,4,1/1/98,wollongong.ecw,31/7/12,AEMO Generator List,5,5,Units 4x1.03. At same location as LH2 - info from EDL,,,11/9/12,259188,
39,Power Station,Lucas Heights II (Landfill) Power Station,Renewable,,Energy Developments LFG (NSW) Pty Ltd,,Lucas Heights,2234,NEW SOUTH WALES,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,11.33,11,1/1/98,wollongong.ecw,31/7/12,AEMO Generator List,5,5,Generating Units 11x1.03,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\lucasheights_2_pwr_stn_p2.jpg,,11/9/12,259186,
40,Power Station,Lucas Heights I (Landfill) Power Station,Renewable,,Energy Developments LFG (NSW) Pty Ltd,,Lucas Heights,2234,NEW SOUTH WALES,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,5.39,5,1/1/98,wollongong.ecw,31/7/12,AEMO Generator List,5,5," Generating Units 2x1.15, 3x1.03",,,11/9/12,429227,
41,Power Station,Jounama Small Hydro Power Station,Renewable,,Snowy Hydro Ltd,,Talbingo,2720,NEW SOUTH WALES,Operational,Hydroelectric (Gravity),Water,,14.4,1,1/1/04,Yarrangobilly_8526_50cm_2008.ecw,31/7/12,AEMO Generator List,5,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\jounama_hydro.jpg,,11/9/12,259917,
42,Power Station,Jacks Gully (Landfill) Power Station,Renewable,EDL Operations (Eastern Creek) Pty Lt,Energy Developments LFG (NSW) Pty Ltd,,Narellan,2570,NEW SOUTH WALES,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,2.3,2,1/1/98,wollongong.ecw,31/7/12,AEMO Generator List,5,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\jacksgully_pwr_stn.jpg,,11/9/12,,
43,Power Station,Gunning Power Station,Renewable,Gunning Wind Energy Developments,Acciona Energy Australia,,Gunning,2581,NEW SOUTH WALES,Operational,Wind Turbine,Wind,,46.5,31,1/1/07,Gunning_8728_50cm_2007.ecw,31/7/12,AEMO Generator List,5,3, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\gunning_wind_farm.jpg,,11/9/12,,
44,Power Station,Grange Avenue (Landfill) Power Station,Renewable,,Energy Developments LFG (NSW) Pty Ltd,,Marsden Park,2765,NEW SOUTH WALES,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,1.3,1,1/1/98,penrith.ecw,31/7/12,AEMO Generator List,5,5, ,,,11/9/12,,
45,Power Station,Esperance Wind Farm Nine Mile Beach,Renewable,,Verve Energy,Nine Mile Beach,Esperance,6450,WESTERN AUSTRALIA,Operational,Wind Turbine,Wind,,3.6,6,1/1/07,ESPERANCE_3230_CAUSEWAY_3229_JAN_2007_MOSAIC.ECW,1/1/12,Verve Energy Website,5,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\esperance_wind_farm.jpg,,17/9/12,259611,
46,Power Station,Emu Downs Wind Farm,Renewable,<Null>,Griffin Energy & Stanwell Corporation Ltd,,"Emu Downs, Cevantes",6521,WESTERN AUSTRALIA,Operational,Wind Turbine,Wind,,79.2,48,1/2/06,HILL_RIVER_1937_FEB_2006_MOSAIC.ECW,1/12/11,EmuDownsWindFarm.pdf,5,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\emudowns_wind_farm.jpg,,18/9/12,259637,
47,Power Station,Eastern Creek 2 (Landfill) Power Station,Renewable,,LMS Energy Generation Pty Ltd,,Eastern Creek,2766,NEW SOUTH WALES,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,7.7,7,1/1/98,penrith.ecw,1/1/12,AEMO_ESOO2011chapter4.pdf,5,3, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\easterncreek_2_pwr_stn.jpg,,11/9/12,452094,
48,Power Station,Eastern Creek (Landfill) Power Station,Renewable,,Energy Developments LFG(NSW) Pty Ltd,,Eastern Creek,2766,NEW SOUTH WALES,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,5,4,1/1/98,penrith.ecw,31/7/12,AEMO Generator List,5,4, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\easterncreek_1_pwr_stn.jpg,,11/9/12,,
49,Power Station,Crookwell Wind Farm,Renewable,,Eraring Energy,,Crookwell,2583,NEW SOUTH WALES,Operational,Wind Turbine,Wind,,4.8,8,1/1/00,Goulburn.ecw,31/7/12,AEMO Generator List,5,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\crookwell_wind_farm.jpg,,11/9/12,259385,
50,Power Station,Capital Wind Farm,Renewable,Renewable Power Ventures Pty ltd,Infigen Energy Pty Ltd,Tarago Road,Bungendore,2580,NEW SOUTH WALES,Operational,Wind Turbine,Wind,,140.7,67,1/1/09,Braidwood_8827_50cm_2009.ecw,31/7/12,AEMO Generator List,5,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\capital_wind_farm.jpg,,11/9/12,407656,
51,Power Station,Burrinjuck Power Station,Renewable,,Eraring Energy,Burrinjuck Dam,Yass (Murrumbidgee River),2582,NEW SOUTH WALES,Operational,Hydroelectric (Gravity),Water,,27.2,3,1/1/01,Yass.ecw,31/7/12,AEMO Generator List,5,4, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\burrinjuck_hydro.jpg,,11/9/12,259294,
52,Power Station,Awaba (Landfill) Power Station,Renewable,,LMS Energy Generation Pty Ltd,,Awaba,2283,NEW SOUTH WALES,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,1.1,1,1/1/98,lake_macq.ecw,31/7/12,AEMO Generator List,5,5, ,,,11/9/12,434695,
53,Power Station,Waterloo Wind Farm,Renewable,Waterloo Wind Farm Pty Ltd,TRUenergy,,Manoora,5413,SOUTH AUSTRALIA,Operational,Wind Turbine,Wind,,111,37,1/1/08,Murraylands_NW_MGA54,31/7/12,AEMO Generator List,4,2, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\waterloo_wind_farm.jpg,,13/9/12,,
54,Power Station,Windy Hill Wind Farm,Renewable,RATCH-Australia,RATCH-Australia,Kennedy Highway,Ravenshoe,4888,QUEENSLAND,Operational,Wind Turbine,Wind,,12,20,1/1/04,Tully_8026_60cm_2004,31/7/12,AEMO Generator List,3,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\windyhill_wind_farm.jpg,,13/9/12,259659,
55,Power Station,Starfish Hill Wind Farm,Renewable,<Null>,RATCH-Australia,,Cape Jervis,5204,SOUTH AUSTRALIA,Operational,Wind Turbine,Wind,,34.5,23,1/1/05,WestandEastMtLoftyRanges_2003_2005_MGA54,31/7/12,AEMO Generator List,3,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\starfishhill_wind_farm.jpg,,13/9/12,259487,
56,Power Station,Pioneer Sugar Mill Power Station,Renewable,Pioneer Sugar Mills Pty Ltd,CSR,,Brandon,4808,QUEENSLAND,Operational,Cogeneration - Steam Subcritical,Biomass,Bagasse,67.8,2,1/1/06,Ayr_8358_60cm_2006,31/7/12,AEMO Generator List,3,4,Emmission stack count will include milling stacks,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\pioneer_cogen.jpg,,13/9/12,259767,
57,Power Station,Moranbah North Power Station,Non-Renewable,,Energy Development Projects (Australia) Pty Ltd,,Moranbah,4744,QUEENSLAND,Operational,Spark Ignition Reciprocating Engine,Natural Gas,Waste Coal Mine Gas,45.6,15,3/4/10,AUO_S22E147-D,31/7/12,AEMO Generator List,3,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\moranbahnorth_pwr_stn.jpg,,13/9/12,434700,
58,Power Station,Koombooloomba Power Station,Renewable,Stanwell,Stanwell Corporation Ltd,Koombooloomba Dam,Innisfail,4872,QUEENSLAND,Operational,Hydroelectric (Gravity),Water,,7.3,1,1/1/04,Tully_8026_60cm_2004,1/1/09,GA 2009 Power Stations Database (Ron Sait),3,5,Power feeds to Kareeya Switchyard,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\koombooloomba_hydro.jpg,,11/9/12,,
59,Power Station,Invicta Sugar Mill Power Station,Renewable,Haughton Sugar Co Pty Ltd,CSR,,Giru,4809,QUEENSLAND,Operational,Cogeneration - Steam Subcritical,Biomass,Bagasse,50,1,1/1/06,Ayr_8358_60cm_2006,1/1/12,AEMO_ESOO2011chapter4.pdf,3,4,Emmission stack count will include milling stacks,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\invicta_cogen.jpg,,11/9/12,259121,
60,Power Station,Wivenhoe Small Power Station,Renewable,Stanwell Corporation Ltd,Stanwell Corporation Ltd,Wivenhoe Dam,Ipswich (Brisbane River),4312,QUEENSLAND,Operational,Hydroelectric (Pumped Storage),Water,,4.5,1,1/1/02,Caboolture_9443_60cm_2002,31/7/12,AEMO Generator List,2,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\wivenhoe_mini_hydro.jpg,,13/9/12,259709,
61,Power Station,Terminal Storage Mini Hydro Power Station,Renewable,Lofty Ranges Power Pty Ltd,Hydro-Electric Corp Tasmania/SA Water,,Tea Tree Gully Adelaide,5090,SOUTH AUSTRALIA,Operational,Hydroelectric (Gravity),Water,,2.5,1,1/1/11,2011_Adelaide_MtLofty_Ranges_50cm_EdMask_MGA54,31/7/12,AEMO Generator List,2,3, ,,,13/9/12,259623,
62,Power Station,Suncoast Gold Macadamia Power Station,Renewable,AGL Hydro Partnership,AGL Energy Pty Ltd,,Gympie,4570,QUEENSLAND,Operational,Steam Subcritical,Biomass,Agricultural Crops and Waste,1.5,1,1/1/02,Gympie_9445_1m_2002,31/7/12,AEMO Generator List,2,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\suncoastgold_pwr_stn.jpg,,13/9/12,,
63,Power Station,Rocky Point Sugar Sugar Mill Power Station,Renewable,NP Power Pty Ltd,Stanwell Corporation Ltd,,Woongoolba,4207,QUEENSLAND,Operational,Cogeneration - Steam Subcritical,Biomass,Bagasse,30,1,1/1/02,Beenleigh_9542_60cm_2002,31/7/12,AEMO Generator List,2,5,Emmission stack count will include milling stacks,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\rockypoint_pwr_stn.jpg,,13/9/12,259656,
64,Power Station,Mount Millar Wind Farm,Renewable,Mt Millar Wind Farm Pty Ltd,Meridian Energy Australia,,Cowell,5602,SOUTH AUSTRALIA,Operational,Wind Turbine,Wind,,70,35,1/1/08,EasternEyrePeninsula_2008_MGA53,31/7/12,AEMO Generator List,2,2, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\mtmillar_wind_farm.jpg,,13/9/12,259773,
66,Power Station,Lake Bonney Wind Farm,Renewable,Lake Bonney Wind Power Pty Ltd,Infigen Energy Pty Ltd,,Millicent,5280,SOUTH AUSTRALIA,Operational,Wind Turbine,Wind,,159,53,1/1/09,SE_Coastline_RGB_2009_90cm_MGA54,31/7/12,AEMO Generator List,2,4, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\lakebonney2_wind_farm.jpg,,13/9/12,,
67,Power Station,Cathedral Rocks Wind Farm,Renewable,Cathedral Rocks Windfarm Pty Ltd,TRUenergy & Acciona Energy,,"Fishery Bay, Port Lincoln",5607,SOUTH AUSTRALIA,Operational,Wind Turbine,Wind,,66,33,1/1/08,EasternEyrePeninsula_2008_MGA53,31/7/12,AEMO Generator List,2,4, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\cathedralrocks_wind_farm.jpg,,13/9/12,259679,
68,Power Station,Canunda Wind Farm,Renewable,Canunda Power Ptd Ltd,International Power - GDF Suez Australia,Poonada Road,Millicent,5280,SOUTH AUSTRALIA,Operational,Wind Turbine,Wind,,46,23,1/1/09,SE_Coastline_RGB_2009_90cm_MGA54,31/7/12,AEMO Generator List,2,2, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\canunda_wind_farm.jpg,,13/9/12,259683,
69,Power Station,Albany Wind Farm,Renewable,,Verve Energy,,Albany,6330,WESTERN AUSTRALIA,Operational,Wind Turbine,Wind,,21.6,12,1/1/11,Albany_Townsite_Jan_2011_Mosaic,1/12/11,AlbanyWindFarm.pdf,2,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\albany_wind_farm.jpg,,17/9/12,259430,
70,Power Station,Wyndham (Landfill) Power Station,Renewable,,LMS Energy,,Wyndham,3030,VICTORIA,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,1.1,1,20/10/07,wyndham-hobsons-bay_2007oct20_air_vis_15cm_mga55,31/7/12,AEMO Generator List,1,3, ,,,11/9/12,,
